RegNum,'Form','Genus','Species','Country','State','Precise Location','Latitude','Longitude','Date Collected','Date Registered',Sex,Age
M.42797,Dry,Mastacomys,fuscus,Australia,New South Wales,Snow River,"36° 23' 46"" S","148° 21' 21"" E",,8/19/10,,
M.42820,Dry,Mus,musculus,Australia,New South Wales,"Salt Caves, Denobollie State Forest","30° 45' 05"" S","149° 17' 24"" E",3/18/98,9/16/10,,Sub-adult
M.4327,SKIN SKULL,Hydromys,chrysogaster,Australia,Western Australia,NORMALUP S W AUSTRALIA,"35° 06' "" S","116° 44' "" E",,6/18/28,,
M.43293.002,Skull,Hydromys,chrysogaster,Australia,New South Wales,"Cudgegong River bridge, Riverlea Road at Apple Tree Flat, E of Mudgee","32° 41' 34"" S","149° 43' 15"" E",2/11/11,3/16/11,Male,Adult
M.43293.003,Skeleton,Hydromys,chrysogaster,Australia,New South Wales,"Cudgegong River bridge, Riverlea Road at Apple Tree Flat, E of Mudgee","32° 41' 34"" S","149° 43' 15"" E",2/11/11,3/16/11,Male,Adult
M.4338,Flat skin and skull,Hydromys,,Australia,Queensland,HINCHINBROOK ID,"18° 22' "" S","146° 15' "" E",,7/3/28,,
M.43419,Dry,Pseudomys,australis,Australia,New South Wales,"Peregrine Pass, Upper ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,7/8/11,,
M.43420,Dry,Pseudomys,australis,Australia,New South Wales,"Peregrine Pass, Upper ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,,,
M.43421,Dry,Pseudomys,australis,Australia,New South Wales,"Peregrine Pass, Upper ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,7/8/11,,
M.43422,Dry,Pseudomys,australis,Australia,New South Wales,"Peregrine Pass, Lower ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,,,
M.43423.001,Skull,Pseudomys,gouldii,Australia,New South Wales,"Peregrine Pass, Lower ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,7/8/11,,
M.43424,Dry,Pseudomys,australis,Australia,New South Wales,"Peregrine Pass, Lower ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,7/7/11,,
M.43425.001,Skull,Pseudomys,gouldii,Australia,New South Wales,"Peregrine Pass, Lower ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,7/8/11,,
M.43426,Dry,Pseudomys,australis,Australia,New South Wales,"Peregrine Pass, Cave level, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,,,
M.43427,Dry,Pseudomys,australis,Australia,New South Wales,"Peregrine Pass, Lower ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,7/8/11,,
M.43428,Dry,Rattus,villosissimus,Australia,New South Wales,"Peregrine Pass, Cave level, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,7/8/11,,
M.43429.001,Skull,Pseudomys,gouldii,Australia,New South Wales,"Peregrine Pass, Upper ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,7/8/11,,
M.43430,Dry,Mus,musculus,Australia,New South Wales,"Peregrine Pass, Upper ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,,,
M.43431,Dry,Notomys,fuscus,Australia,New South Wales,"Peregrine Pass, Upper ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,7/8/11,,
M.43432,Dry,Pseudomys,australis,Australia,New South Wales,"Peregrine Pass, Upper ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,7/8/11,,
M.43433,Dry,Pseudomys,bolami,Australia,New South Wales,"Peregrine Pass, Upper ledge, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,7/8/11,,
M.43434,Dry,,,Australia,New South Wales,"Peregrine Pass, Cave level, Mootwingee","31° 17' 43"" S","142° 08' 25"" E",,7/8/11,,
M.43503,Dry,Rattus,rattus,Australia,New South Wales,"Bray Park, corner of Ray Street and Edward Street","28° 20' 26"" S","153° 22' 23"" E",12/20/10,9/1/11,Male,
M.4357,SKIN SKULL,Rattus,,Australia,Western Australia,MANJIMUP SOUTH W A,"34° 15' "" S","116° 09' "" E",,8/8/28,,
M.43611.003,Skull,Hydromys,chrysogaster,Australia,New South Wales,N end of Town Beach,"31° 25' 37"" S","152° 55' 01"" E",6/16/06,2/2/12,Male,Adult
M.43612.003,Skull,Hydromys,chrysogaster,Australia,New South Wales,"Wallaby Lane, SW of Taloumbi","29° 33' 56"" S","153° 15' 15"" E",4/29/09,2/2/12,Male,Adult
M.43644.003,Skull,Rattus,lutreolus,Australia,New South Wales,Port Macquarie area,"31° 25' 52"" S","152° 54' 29"" E",,2/9/12,Male,Adult
M.43695.002,Skull,Rattus,lutreolus,Australia,New South Wales,,"28° 12' 03"" S","153° 33' 57"" E",10/21/05,3/1/12,Female,Sub-adult
M.4374,SKIN SKULL,Hydromys,,Australia,Queensland,HINCHINBROOK ID,"18° 22' "" S","146° 15' "" E",,9/7/28,Female,
M.4375,SKIN SKULL,Hydromys,,Australia,Queensland,HINCHINBROOK ID,"18° 22' "" S","146° 15' "" E",,9/7/28,,
M.4377,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,HINCHINBROOK ID,"18° 22' "" S","146° 15' "" E",,9/7/28,Female,
M.4378.001,Skull,Uromys,caudimaculatus,Australia,Queensland,Hinchinbrook Is,"18° 22' "" S","146° 15' "" E",,9/7/28,Female,Adult
M.4379.001,Skull,Melomys,cervinipes,Australia,Queensland,Hinchinbrook Island,"18° 22' "" S","146° 15' "" E",9/7/28,9/7/28,Male,Adult
M.4382.001,Skull,Melomys,burtoni,Australia,Queensland,Hinchinbrook Island,"18° 22' "" S","146° 15' "" E",9/7/28,9/7/28,Male,Adult
M.4385.001,Skull,Melomys,burtoni,Australia,Queensland,Hinchinbrook Island,"18° 22' "" S","146° 15' "" E",9/7/28,9/7/28,Female,
M.4457,SKIN SKULL,Hydromys,chrysogaster,Australia,Tasmania,"Flinders Island, Bass Strait","40° 01' "" S","148° 02' "" E",,11/26/28,,
M.4458,SKIN SKULL,Hydromys,chrysogaster,Australia,Tasmania,"Flinders Island, Bass Strait","40° 01' "" S","148° 02' "" E",,11/26/28,,
M.4468,SKIN SKULL,Uromys,caudimaculatus,Australia,Queensland,Junction of Holroyd and Kendall Rivers,,,,12/21/28,,
M.4469,SKIN SKULL,Rattus,sordidus,Australia,Queensland,Junction of Holroyd and Kendall Rivers,,,,12/21/28,,
M.4470.001,Skull,Rattus,sordidus,Australia,Queensland,Junction of Holroyd and Kendall Rivers,,,,12/21/28,,
M.4471.001,Skull,Rattus,sordidus,Australia,Queensland,Junction of Holroyd and Kendall Rivers,,,,12/21/28,,
M.4476.001,Skull,Hydromys,chrysogaster,Australia,Northern Territory,"Gulf of Carpentaria, Groote Eylandt","13° 58' "" S","136° 35' "" E",,1/7/29,Male,Young adult
M.44869.003,Skull,Pseudomys,australis,Australia,South Australia,Ex captive (captive bred at Adelaide University),,,,3/8/12,Male,Adult
M.44871.003,Skull,Pseudomys,australis,Australia,South Australia,Ex captive (captive bred at Adelaide University),,,,7/15/14,Male,Adult
M.4508,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Thredbo R, Mt Kosciusko","36° 21' "" S","148° 35' "" E",,1/23/29,,
M.4517.001,Skull,Rattus,,Australia,New South Wales,"The Creel, Snowy R, Monaro","36° 21' "" S","148° 37' "" E",,1/23/29,,
M.4518.001,Skull,Rattus,,Australia,New South Wales,"The Creel, Snowy R, Monaro","36° 21' "" S","148° 37' "" E",,1/23/29,,
M.4519,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"The Creel, Snowy R, Monaro","36° 21' "" S","148° 37' "" E",,1/23/29,,
M.4555,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,Lake Macquarie,"33° 02' "" S","151° 37' "" E",,4/26/29,,
M.4558.001,Skull,Hydromys,chrysogaster,Australia,Queensland,"Torres Strait, Banks or Meoa Island.","10° 12' "" S","142° 15' "" E",,4/29/29,,Adult
M.4559.001,Skull,Hydromys,chrysogaster,Australia,Queensland,"Torres Strait, Banks or Meoa Island.","10° 12' "" S","142° 15' "" E",,4/29/29,,
M.45614.001,Skull,Mus,musculus,Australia,New South Wales,,"33° 10' 32"" S","151° 29' 04"" E",6/28/01,3/7/13,,Adult
M.4562,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Pulbah Is, Lake Macquarie","33° 06' "" S","151° 36' "" E",,5/6/29,,
M.4563,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Pulbah Is, Lake Macquarie","33° 06' "" S","151° 36' "" E",,5/15/29,Female,
M.4564,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Pulbah Is, Lake Macquarie","33° 06' "" S","151° 36' "" E",,5/15/29,,
M.4566,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Pulbah Is, Lake Macquarie","33° 06' "" S","151° 36' "" E",,5/15/29,,
M.4567,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Pulbah Is, Lake Macquarie","33° 06' "" S","151° 36' "" E",,5/15/29,,
M.4568,SKIN SKULL,Rattus,rattus,Australia,New South Wales,"Pulbah Is, Lake Macquarie","33° 06' "" S","151° 36' "" E",,5/15/29,,
M.4585,Skin & skull,Mus,musculus,Australia,Tasmania,East Sisters ID Bass Strait.,"39° 11' "" S","147° 29' "" E",4/12/29,6/6/29,Male,
M.45854.002,Skull,Hydromys,chrysogaster,Australia,New South Wales,272 Warnervale Road,"33° 15' 05"" S","151° 28' 41"" E",4/17/12,5/30/13,,Adult
M.4587,Skin & skull,Mus,musculus,Australia,Tasmania,Flinders ID Bass Strait.,"40° 01' "" S","148° 02' "" E",4/12/29,6/6/29,Male,
M.45896.002,Skull,Rattus,fuscipes,Australia,New South Wales,Garigal National Park,"33° 42' 01"" S","151° 15' 04"" E",9/22/11,6/13/13,Male,Adult
M.45902.002,Skull,Pseudomys,bolami,Australia,New South Wales,Introduced: Scotia Sanctuary (Australian Wildlife Conservancy),"33° 12' 10"" S","141° 10' 55"" E",11/3/09,6/13/13,Female,Immature
M.45902.003,Skeleton,Pseudomys,bolami,Australia,New South Wales,Introduced: Scotia Sanctuary (Australian Wildlife Conservancy),"33° 12' 10"" S","141° 10' 55"" E",11/3/09,6/13/13,Female,Immature
M.45914.002,Skull,Pseudomys,oralis,Australia,New South Wales,529 Mount Royal Road,"32° 25' 22"" S","151° 28' 20"" E",,6/13/13,Female,Adult
M.45914.003,Skeleton,Pseudomys,oralis,Australia,New South Wales,529 Mount Royal Road,"32° 25' 22"" S","151° 28' 20"" E",,6/13/13,Female,Adult
M.4603,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Booberi Ck near Euabalong, Lachlan R","33° 07' "" S","146° 31' "" E",,7/15/29,Female,
M.4614,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Argalong, near Tumut","35° 18' "" S","148° 24' "" E",,8/2/29,Male,
M.4617,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Argalong, near Tumut","35° 18' "" S","148° 24' "" E",,8/2/29,Male,
M.4642.001,Skull,Pseudomys,gouldii,Australia,Western Australia,"Rawlinna, Trans-Australia railway","31° 01' "" S","125° 20' "" E",,8/12/29,Male,Adult
M.4644,SKIN SKULL,Pseudomys,bolami,Australia,Western Australia,Rawlinna on the Trans-Australian Railway Line,"31° 01' "" S","125° 20' "" E",,8/12/29,Female,Adult
M.46666.002,Skull,Hydromys,chrysogaster,Australia,New South Wales,"Uki, 327 Rowlands Creek Road, driveway","28° 25' 47"" S","153° 20' 15"" E",,5/28/14,Male,Adult
M.46681.002,Skull,Rattus,fuscipes,Australia,New South Wales,"Terania Creek, adjacent to Nightcap National Park","28° 36' 23"" S","153° 18' 01"" E",8/20/12,6/12/14,Male,Sub-adult
M.46838.001,Skull,Rattus,fuscipes,Australia,New South Wales,"Deua National Park, Wyanbene Cave","35° 47' 42"" S","149° 41' 00"" E",9/10/11,9/25/14,,
M.4730,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Argalong, near Tumut","35° 18' "" S","148° 24' "" E",4/19/29,9/10/29,Female,
M.4731,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Argalong, near Tumut","35° 18' "" S","148° 24' "" E",4/30/29,9/10/29,Male,
M.4732,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Argalong, near Tumut","35° 18' "" S","148° 24' "" E",5/10/29,9/10/29,Female,
M.4733,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Argalong, near Tumut","35° 18' "" S","148° 24' "" E",5/13/29,9/10/29,Female,
M.4734,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Argalong, near Tumut","35° 18' "" S","148° 24' "" E",5/8/28,9/10/29,Male,
M.4735,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Argalong, near Tumut","35° 18' "" S","148° 24' "" E",12/26/28,9/10/29,Female,
M.4736,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Argalong, near Tumut","35° 18' "" S","148° 24' "" E",5/1/29,9/10/29,Female,
M.4737,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Argalong, near Tumut","35° 18' "" S","148° 24' "" E",5/8/29,9/10/29,Male,
M.4738,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Bonbowlee, near Tumut","35° 15' "" S","148° 16' "" E",7/19/29,9/10/29,Male,
M.47766.001,Skull,Rattus,villosissimus,Australia,Queensland,"Muncoonie Station, walk between camps 5-6 (out of 15) of the Simpson Desert Expedition 2015","25° 06' 41"" S","138° 26' 41"" E",8/6/15,10/22/15,,
M.47769.001,Skull,Rattus,villosissimus,Australia,Queensland,"Munga-Thirri National Park, walk between camps 12-13 (out of 15) of the Simpson Desert Expedition 2015","25° 42' 57"" S","138° 36' 52"" E",8/13/15,10/22/15,,
M.47769.002,Skeleton,Rattus,villosissimus,Australia,Queensland,"Munga-Thirri National Park, walk between camps 12-13 (out of 15) of the Simpson Desert Expedition 2015","25° 42' 57"" S","138° 36' 52"" E",8/13/15,10/22/15,,
M.47770.001,Skull,Rattus,villosissimus,Australia,Queensland,"Muncoonie Station, walk between camps 6-7 (out of 15) of the Simpson Desert Expedition 2015","25° 13' 02"" S","138° 28' 04"" E",8/7/15,10/22/15,,
M.47781.001,Skull,Rattus,villosissimus,Australia,Queensland,"Muncoonie Station, walk between camps 4-5 (out of 15) of the Simpson Desert Expedition 2015","25° 03' 44"" S","138° 26' 12"" E",8/5/15,11/26/15,,
M.47781.002,Skeleton,Rattus,villosissimus,Australia,Queensland,"Muncoonie Station, walk between camps 4-5 (out of 15) of the Simpson Desert Expedition 2015","25° 03' 44"" S","138° 26' 12"" E",8/5/15,11/26/15,,
M.47782.001,Skull,Rattus,villosissimus,Australia,Queensland,"Muncoonie Station, walk between camps 5-6 (out of 15) of the Simpson Desert Expedition 2015","25° 05' 54"" S","138° 26' 47"" E",8/6/15,12/3/15,,
M.47783.001,Skull,Rattus,villosissimus,Australia,Queensland,"Munga-Thirri National Park, walk between camps 10-11(out of 15) of the Simpson Desert Expedition 2015","25° 30' 47"" S","138° 31' 43"" E",8/11/15,12/3/15,,
M.47783.002,Skeleton,Rattus,villosissimus,Australia,Queensland,"Munga-Thirri National Park, walk between camps 10-11(out of 15) of the Simpson Desert Expedition 2015","25° 30' 47"" S","138° 31' 43"" E",8/11/15,12/3/15,,
M.47819.001,Skull,Rattus,villosissimus,Australia,Queensland,"Munga-Thirri National Park, camp 14 (out of 15) of the Simpson Desert Expedition 2015","25° 47' 32"" S","138° 39' 00"" E",8/14/15,12/17/15,,
M.4784,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Nattai R headwaters, near Sydney","34° 20' "" S","150° 26' "" E",10/28/29,10/28/29,,
M.4794,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Yarramalong Mountain, via Yarramalong, 30 miles W of Wyong","33° 14' "" S","151° 17' "" E",11/3/29,11/6/29,Male,
M.4795,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Yarramalong Mountain, via Yarramalong, 30 miles W of Wyong","33° 14' "" S","151° 17' "" E",11/3/29,11/11/29,Female,
M.4842,SKIN SKULL,Hydromys,chrysogaster,Australia,South Australia,FURNER S E OF SA,"37° 25' "" S","140° 20' "" E",,2/13/30,Female,
M.4843,SKIN SKULL,Hydromys,chrysogaster,Australia,South Australia,MT LOFTY RANGES,"37° 25' "" S","140° 20' "" E",,2/13/30,Male,
M.4844,SKIN SKULL,Rattus,lutreolus,Australia,Victoria,FRENCH ID,"38° 20' "" S","145° 21' "" E",,2/13/30,Male,
M.4853,SKIN SKULL,Notomys,mitchelli,Australia,South Australia,OOLDEA TRANS AUST LINE,"30° 27' "" S","131° 50' "" E",10/7/21,2/26/30,Male,
M.4854,SKIN SKULL,Notomys,mitchelli,Australia,South Australia,OOLDEA TRANS AUST LINE,"30° 27' "" S","131° 50' "" E",10/8/21,2/26/30,Female,
M.4855,SKIN SKULL,Notomys,mitchelli,Australia,South Australia,OOLDEA TRANS AUST LINE,"30° 27' "" S","131° 50' "" E",10/7/21,2/26/30,Female,
M.4856,SKIN SKULL,Notomys,mitchelli,Australia,South Australia,OOLDEA TRANS AUST LINE,"30° 27' "" S","131° 50' "" E",10/12/21,2/26/30,Male,
M.4857,SKIN SKULL,Notomys,mitchelli,Australia,South Australia,OOLDEA TRANS AUST LINE,"30° 27' "" S","131° 50' "" E",10/8/21,2/26/30,Male,
M.4858,SKIN SKULL,Notomys,mitchelli,Australia,South Australia,OOLDEA TRANS AUST LINE,"30° 27' "" S","131° 50' "" E",10/8/21,2/26/30,Female,
M.4859,SKIN SKULL,Notomys,mitchelli,Australia,South Australia,OOLDEA TRANS AUST LINE,"30° 27' "" S","131° 50' "" E",10/9/21,2/26/30,Male,Juvenile
M.4860,SKIN SKULL,Notomys,fuscus,Australia,South Australia,OOLDEA TRANS AUST LINE,"30° 27' "" S","131° 50' "" E",10/8/21,2/26/30,Male,
M.4861,SKIN SKULL,Notomys,fuscus,Australia,South Australia,OOLDEA TRANS AUST LINE,"30° 27' "" S","131° 50' "" E",10/7/21,2/26/30,Male,
M.4870,SKIN SKULL,Rattus,fuscipes,Australia,Tasmania,BETWEEN ARTHUR AND ROGER RIVERS N W COAST TAS,"41° 04' "" S","145° 00' "" E",4/25/21,3/3/30,Female,
M.4871,SKIN SKULL,Rattus,fuscipes,Australia,Tasmania,BETWEEN ARTHUR AND ROGER RIVERS N W COAST TAS,"41° 04' "" S","145° 00' "" E",4/27/21,3/3/30,Male,
M.4872,Skin skull,Pseudomys,higginsi,Australia,Tasmania,"Between Arthur & Roger Rivers, NW Coast Tas.","41° 15' "" S","145° 29' "" E",4/28/21,3/3/30,Female,
M.4873,SKIN SKULL,Pseudomys,higginsi,Australia,Tasmania,ARTHUR R N W TAS,"41° 03' 00"" S","144° 39' 58"" E",5/12/21,3/3/30,Male,
M.4874,Skin skull,Pseudomys,higginsi,Australia,Tasmania,BETWEEN ARTHUR AND ROGER RIVERS N W COAST TAS,"41° 01' 43"" S","144° 52' 01"" E",4/29/21,3/3/30,Male,
M.4875,Skin skull,Pseudomys,higginsi,Australia,Tasmania,BETWEEN ARTHUR AND ROGER RIVERS N W COAST TAS,"41° 01' 43"" S","144° 52' 01"" E",5/1/21,3/3/30,Male,
M.4876,Skin skull,Pseudomys,higginsi,Australia,Tasmania,BETWEEN ARTHUR AND ROGER RIVERS N W COAST TAS,"41° 01' 43"" S","144° 52' 01"" E",4/30/21,3/3/30,Female,
M.4877,Skin skull,Pseudomys,higginsi,Australia,Tasmania,"Arthur River, NW Coast Tas.","41° 03' 00"" S","144° 39' 58"" E",5/16/21,3/3/30,Male,
M.4878,Skin skull,Pseudomys,higginsi,Australia,Tasmania,"Arthur River, NW Coast Tas.","41° 03' 00"" S","144° 39' 58"" E",5/14/21,3/3/30,Male,
M.4879,SKIN SKULL,Rattus,fuscipes,Australia,Tasmania,ARTHUR R N W COAST TAS,"41° 04' "" S","145° 00' "" E",5/16/21,3/3/30,Female,
M.4880,SKIN SKULL,Rattus,fuscipes,Australia,Tasmania,ARTHUR R N W COAST TAS,"41° 04' "" S","145° 00' "" E",5/20/21,3/3/30,Female,
M.4881,SKIN SKULL,Rattus,fuscipes,Australia,Tasmania,ROGER R N E COAST TAS,"41° 04' "" S","145° 00' "" E",5/4/21,3/3/30,Male,
M.4882,SKIN SKULL,Rattus,fuscipes,Australia,Tasmania,BETWEEN ARTHUR AND ROGER RIVERS N W COAST TAS,"41° 04' "" S","145° 00' "" E",5/30/21,3/3/30,Female,
M.4883,SKIN SKULL,Rattus,fuscipes,Australia,Tasmania,ARTHUR R N W COAST TAS,"41° 04' "" S","145° 00' "" E",5/12/21,3/3/30,Female,
M.4884,SKIN SKULL,Rattus,fuscipes,Australia,Tasmania,PERKINS ID N W COAST TAS,"40° 46' "" S","145° 04' "" E",5/29/21,3/3/30,Male,
M.4885,SKIN SKULL,Rattus,fuscipes,Australia,Tasmania,PERKINS ID N W COAST TAS,"40° 46' "" S","145° 04' "" E",5/30/21,3/3/30,Male,
M.4886,SKIN SKULL,Rattus,fuscipes,Australia,Tasmania,PERKINS ID N W COAST TAS,"40° 46' "" S","145° 04' "" E",5/31/21,3/3/30,Female,
M.4887,SKIN SKULL,Rattus,fuscipes,Australia,Tasmania,PERKINS ID N W COAST TAS,"40° 46' "" S","145° 04' "" E",6/2/21,3/3/30,Female,
M.4888,SKIN SKULL,Rattus,rattus,Australia,Tasmania,BETWEEN ARTHUR AND ROGER RIVERS N W COAST TAS,"41° 01' 43"" S","144° 52' 01"" E",5/12/21,3/3/30,Female,
M.4888.001,Dry,Rattus,rattus,Australia,Tasmania,BETWEEN ARTHUR AND ROGER RIVERS N W COAST TAS,"41° 01' 43"" S","144° 52' 01"" E",5/12/21,10/25/10,,
M.4889,SKIN SKULL,Rattus,rattus,Australia,Tasmania,BETWEEN ARTHUR AND ROGER RIVERS N W COAST TAS,"41° 01' 43"" S","144° 52' 01"" E",5/12/21,3/3/30,Male,
M.4889.001,Dry,Rattus,rattus,Australia,Tasmania,BETWEEN ARTHUR AND ROGER RIVERS N W COAST TAS,"41° 01' 43"" S","144° 52' 01"" E",5/12/21,10/25/10,,
M.4892,SKIN SKULL,Rattus,rattus,Australia,New South Wales,"Australian Museum, Sydney","33° 53' "" S","151° 13' "" E",,3/7/30,,
M.4892.001,Dry,Rattus,rattus,Australia,New South Wales,"Australian Museum, Sydney","33° 53' "" S","151° 13' "" E",,10/25/10,,
M.4894,SKIN SKULL,Melomys,rubicola,Australia,Queensland,BRAMBLE CAY TORRES STRAIT,"09° 07' "" S","143° 52' "" E",,3/7/30,Male,
M.4897,SKIN SKULL,Pseudomys,bolami,Australia,South Australia,Ooldea on the Trans-Australian Railway Line,"30° 27' "" S","131° 50' "" E",10/12/21,3/10/30,Female,
M.4907,SKIN GALLERY SKULL,Notomys,mitchelli,Australia,South Australia,Ooldea on the Trans-Australian Railway Line,"30° 27' "" S","131° 50' "" E",10/9/21,3/17/30,Female,
M.4938.001,Skull,Pseudomys,bolami,Australia,South Australia,"Trans-Australian Railway, Ooldea East West Line","30° 27' "" S","131° 50' "" E",10/16/21,3/17/30,Female,Adult
