RegNum,'Form','Genus','Species','Country','State','Precise Location','Latitude','Longitude','Date Collected','Date Registered',Sex,Age
M.3877,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Argalong, near Tumut","35° 18' "" S","148° 24' "" E",10/14/25,1/18/27,Male,
M.3878,SKIN SKULL,Rattus,rattus,Australia,New South Wales,Tumut,"35° 18' "" S","148° 13' "" E",7/14/26,1/18/27,Male,
M.3878.001,Dry,Rattus,rattus,Australia,New South Wales,Tumut,"35° 18' "" S","148° 13' "" E",7/14/26,10/25/10,,
M.3879,SKIN SKULL,Rattus,rattus,Australia,New South Wales,Tumut,"35° 18' "" S","148° 13' "" E",7/14/26,1/18/27,Male,
M.3879.001,Dry,Rattus,rattus,Australia,New South Wales,Tumut,"35° 18' "" S","148° 13' "" E",7/14/26,10/25/10,,
M.3880,SKIN SKULL,Rattus,rattus,Australia,New South Wales,Tumut,"35° 18' "" S","148° 13' "" E",7/22/26,1/18/27,Male,
M.3880.001,Dry,Rattus,rattus,Australia,New South Wales,Tumut,"35° 18' "" S","148° 13' "" E",7/22/26,10/25/10,,
M.38820,Skull,Rattus,villosissimus,Australia,Northern Territory,100 m N of Tennant Creek,"19° 39' 04"" S","134° 11' 24"" E",,5/11/06,,
M.38821,Skull,Rattus,villosissimus,Australia,Northern Territory,100 m N of Tennant Creek,"19° 39' 04"" S","134° 11' 24"" E",,5/11/06,,
M.38822,Skull,Rattus,villosissimus,Australia,Northern Territory,Alexandria Downs.,"19° 03' 32"" S","136° 42' 29"" E",,5/11/06,,
M.3887,SKIN SKULL,Notomys,mitchelli,Australia,South Australia,on Trans-Australian Railway route,"30° 27' "" S","131° 50' "" E",,2/15/27,,
M.3895,SKIN SKULL,Rattus,norvegicus,Australia,New South Wales,"Maroubra Beach, Sydney","33° 57' "" S","151° 15' "" E",,4/21/27,,
M.390,"skin, skull in situ",Uromys,caudimaculatus,Australia,Queensland,,"17° 23' "" S","145° 23' "" E",,,,
M.39092,Dry,Hydromys,chrysogaster,Australia,New South Wales,"Manly Harbour, beach just left of Manly Wharf","33° 48' "" S","151° 18' "" E",4/27/04,11/2/07,Female,
M.3917,SKIN SKULL,Rattus,norvegicus,Australia,New South Wales,"Northwood, Lane Cove R, Sydney","33° 50' "" S","151° 11' "" E",,5/18/27,Female,
M.3924,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,Condobolin,"33° 05' "" S","147° 09' "" E",,6/2/27,Male,
M.39342,Skull and skeleton fragments,Melomys,burtoni,Australia,New South Wales,Near Byron Bay,"28° 35' 53"" S","153° 33' 04"" E",9/5/91,4/12/07,,
M.39343,Skull and skeleton fragments,Melomys,burtoni,Australia,New South Wales,Near Byron Bay,"28° 37' "" S","153° 34' "" E",9/25/91,4/12/07,,
M.39344,Dry,Melomys,burtoni,Australia,New South Wales,Near Byron Bay,"28° 35' 53"" S","153° 33' 04"" E",9/25/91,4/12/07,,
M.39345,Skull and skeleton fragments,Melomys,burtoni,Australia,New South Wales,Near Byron Bay,"28° 35' 53"" S","153° 33' 04"" E",9/25/91,4/12/07,,
M.39346,Skull and skeleton fragments,Melomys,burtoni,Australia,New South Wales,Near Byron Bay,"28° 35' 53"" S","153° 33' 04"" E",9/25/91,4/12/07,,
M.39349,Skull,Rattus,fuscipes,Australia,,No Data,,,,4/12/07,,
M.39419.001,Skull,Pseudomys,novaehollandiae,Australia,New South Wales,"(Royal) National Park, Sydney","34° 07' "" S","151° 03' "" E",,5/31/07,Male,
M.39435.001,Skull,Pseudomys,gracilicaudatus,Australia,New South Wales,,"31° 32' "" S","152° 52' "" E",4/23/81,6/7/07,,
M.39435.002,Skeleton,Pseudomys,gracilicaudatus,Australia,New South Wales,,"31° 32' "" S","152° 52' "" E",4/23/81,6/7/07,,
M.39436.001,Skull,Melomys,cervinipes,Australia,New South Wales,"Barrington Tops National Park, Gloucester River 
Western camp area and depot","32° 00' "" S","151° 30' "" E",8/20/76,6/7/07,Male,
M.39436.002,Skeleton,Melomys,cervinipes,Australia,New South Wales,"Barrington Tops National Park, Gloucester River 
Western camp area and depot","32° 00' "" S","151° 30' "" E",8/20/76,6/7/07,Male,
M.39458.001,Skull,Rattus,colletti,Australia,Northern Territory,Beatrice Hill,"12° 39' 04"" S","131° 19' 08"" E",12/26/78,6/14/07,Male,
M.39507,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39508,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39509,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39510,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39511,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39512,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39513,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39514,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39515,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39516,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39517,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39518,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39519,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39520,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39521,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39522,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39523,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39524,Skeleton,Rattus,,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39534,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39535,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39536,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39537,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39538,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39539,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39540,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39541,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39542,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39545,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39546,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39547,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39548,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39549,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39550,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39551,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39552,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39553,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39554,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39555,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39556,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39557,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39558,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39559,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39560,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39561,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39562,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39563,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39564,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39565,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39566,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39567,Skull,Rattus,fuscipes,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,8/9/07,,
M.39570,Skull,Rattus,lutreolus,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,9/27/07,,
M.39580,Skull,Rattus,rattus,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,9/27/07,,
M.39581,Skull,Rattus,rattus,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,9/27/07,,
M.39582,Skull,Rattus,rattus,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,9/27/07,,
M.39583,Skull,Rattus,rattus,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,9/27/07,,
M.39584,Skull,Rattus,rattus,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,9/27/07,,
M.39585,Skull,Rattus,rattus,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,9/27/07,,
M.39586,Skull,Rattus,rattus,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,9/27/07,,
M.39587,Skull,Rattus,rattus,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,9/27/07,,
M.39588,Skull,Rattus,rattus,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,9/27/07,,
M.39589,Skull,Rattus,rattus,Australia,New South Wales,"""Will O Wyn"" valley, Murrays Run (coordinates) north of Bucketty","33° 04' 55"" S","151° 09' 04"" E",,9/27/07,,
M.39614,Spirit (no skull),Melomys,burtoni,Australia,Queensland,,"17° 16' 12"" S","145° 28' 52"" E",6/5/75,10/11/07,,
M.39632,Spirit (no skull),Notomys,cervinus,Australia,Queensland,Sandringham Station,"24° 03' 00"" S","139° 04' 01"" E",7/8/75,10/11/07,,
M.39634,Spirit (no skull),Melomys,cervinipes,Australia,Queensland,Wongabel forest,"17° 16' 12"" S","145° 28' 52"" E",6/6/75,10/11/07,,
M.39772,wet and dry,Pseudomys,delicatulus,Australia,New South Wales,Dthinna Dthinnawan NP (was Bebo SF),,,11/12/07,12/6/07,Female,Adult
M.40007.001,Skull,Hydromys,chrysogaster,Australia,New South Wales,"Wallanol, Moree","29° 28' "" S","149° 51' "" E",10/8/77,5/29/08,Male,
M.40008.001,Skull,Hydromys,chrysogaster,Australia,New South Wales,Griffith,"34° 16' 55"" S","146° 02' 06"" E",,5/29/08,Male,
M.40022.001,Dry,Uromys,caudimaculatus,Australia,Queensland,West of Innisfail,"17° 31' "" S","146° 01' "" E",7/24/79,6/5/08,,
M.40023,Skeleton,Hydromys,chrysogaster,Australia,New South Wales,Vulcan State Forest,"33° 51' 54"" S","149° 45' 04"" E",,6/5/08,,
M.40063,Dry,Pseudomys,hermannsburgensis,Australia,,No further data,,,,6/26/08,,
M.40064,Mount/skull in situ,Notomys,,Australia,,No further data,,,,6/26/08,,
M.40147.001,Skull,Notomys,longicaudatus,Australia,New South Wales,"Split Rock Peregrine Pass, Mootwingee National Park.","31° 18' 54"" S","149° 03' 04"" E",,9/11/08,,
M.40149,Skeleton,Rattus,,Australia,New South Wales,"Split Rock Peregrine Pass, Mootwingee National Park.","31° 18' 54"" S","149° 03' 04"" E",,11/9/08,,
M.40150.001,Skull,Notomys,alexis,Australia,New South Wales,"Split Rock Peregrine Pass, Mootwingee National Park.","31° 18' 54"" S","149° 03' 04"" E",,11/9/08,,
M.40162,Skull,Rattus,fuscipes,Australia,New South Wales,"Wallingat State Forest, near Forster","32° 14' 56"" S","152° 25' 05"" E",7/18/76,9/11/08,Male,
M.40166,Dry,Pseudomys,delicatulus,Australia,New South Wales,"Salt Caves, Denobollie State Forest","30° 45' 05"" S","149° 17' 24"" E",3/18/98,9/24/08,,
M.40202,Dry,Pseudomys,gracilicaudatus,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/2/08,,
M.40203.001,Skull,Rattus,,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/2/08,,
M.40204,Dry,Mus,musculus,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/2/08,,
M.40205.001,Skull,Pseudomys,gracilicaudatus,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/2/08,,
M.40206.001,Skull,Notomys,mitchelli,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/2/08,,
M.40207,Dry,Notomys,mitchelli,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/2/08,,
M.40208,Dry,Notomys,,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/2/08,,
M.40209,Dry,Rattus,,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/2/08,,
M.40210.001,Skull,Rattus,sordidus,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/2/08,,
M.40211.001,Skull,Rattus,tunneyi,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/2/08,,
M.40212.001,Skull,Notomys,,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/2/08,,
M.40213.001,Skull,Mus,musculus,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/9/08,,
M.40214.001,Skull,Mus,musculus,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/9/08,,
M.40215.001,Skull,Rattus,,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/9/08,,
M.40216.001,Skull,Notomys,mitchelli,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/9/08,,
M.40221,Dry,Notomys,,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,10/16/08,,
M.40222,Dry,Notomys,,Australia,New South Wales,"Willala Knobs Sandstone Cave, Piliga","30° 48' 06"" S","149° 46' 04"" E",,11/18/08,,
M.4028,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,Condobolin,"33° 05' "" S","147° 09' "" E",,7/23/27,Male,
M.40300.002,Skull,Melomys,,Australia,Queensland,"Kuranda, Victor Place","16° 48' 50"" S","145° 38' 36"" E",7/10/08,12/15/08,Female,Adult
M.40300.003,Skeleton,Melomys,,Australia,Queensland,"Kuranda, Victor Place","16° 48' 50"" S","145° 38' 36"" E",7/10/08,12/15/08,Female,Adult
M.4052,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Colong, Yerranderie","34° 07' "" S","150° 13' "" E",7/18/27,8/9/27,Female,
M.4053,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Colong, Yerranderie","34° 07' "" S","150° 13' "" E",7/18/27,8/9/27,Female,
M.4054,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Colong, Yerranderie","34° 07' "" S","150° 13' "" E",7/14/27,8/9/27,Male,
M.4055,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Colong, Yerranderie","34° 07' "" S","150° 13' "" E",7/18/27,8/9/27,Male,
M.4056,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Colong, Yerranderie","34° 07' "" S","150° 13' "" E",7/18/27,8/9/27,Female,
M.4057,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Colong, Yerranderie","34° 07' "" S","150° 13' "" E",7/15/27,8/9/27,Female,
M.4058,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Colong, Yerranderie","34° 07' "" S","150° 13' "" E",7/15/27,8/9/27,Female,
M.4059,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Colong, Yerranderie","34° 07' "" S","150° 13' "" E",7/18/27,8/9/27,Male,
M.4060,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Colong, Yerranderie","34° 07' "" S","150° 13' "" E",7/21/27,8/9/27,Female,
M.4061,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Colong, Yerranderie","34° 07' "" S","150° 13' "" E",7/14/27,8/9/27,Male,
M.4062,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Colong, Yerranderie","34° 07' "" S","150° 13' "" E",7/18/27,8/9/27,Female,
M.4063,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Colong, Yerranderie","34° 07' "" S","150° 13' "" E",7/17/27,8/9/27,Male,
M.41080,Dry,Hydromys,chrysogaster,Australia,,No further data,,,,4/9/09,,
M.4120,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"8 miles from Liverpool, Sydney","33° 55' "" S","150° 55' "" E",,8/24/27,Male,
M.4210,SKIN SKULL,Rattus,fuscipes,Australia,Western Australia,NORMALUP NR DENMARK S W AUSTRALIA,"35° 00' "" S","116° 49' "" E",,11/8/27,,
M.4211,SKIN SKULL,Rattus,fuscipes,Australia,Western Australia,NORMALUP NR DENMARK S W AUSTRALIA,"35° 00' "" S","116° 49' "" E",,11/8/27,,
M.4245,SKIN SKULL,Melomys,rubicola,Australia,Queensland,BRAMBLE CAY N E AUSTRALIA,"09° 07' "" S","143° 52' "" E",,12/3/27,Male,
M.42668.002,Skull,Rattus,rattus,Australia,New South Wales,"Pacific Highway, 600m north of intersection with F3 on-ramp","33° 38' 05"" S","151° 08' 48"" E",3/3/10,6/22/10,Male,Adult
M.42668.003,Skeleton,Rattus,rattus,Australia,New South Wales,"Pacific Highway, 600m north of intersection with F3 on-ramp","33° 38' 05"" S","151° 08' 48"" E",3/3/10,6/22/10,Male,Adult
M.42688.001,Skull,Rattus,nativitatis,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/1/10,,
M.42689.001,Skull,Rattus,macleari,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/1/10,,
M.42690.001,Skull,Rattus,macleari,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/1/10,,
M.42691.001,Skull,Rattus,macleari,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/1/10,,
M.42692.001,Skull,Rattus,macleari,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/1/10,,
M.42693.001,Skull,Rattus,macleari,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/1/10,,
M.42694.001,Skull,Rattus,macleari,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/1/10,,
M.42695.001,Skull,Rattus,macleari,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/1/10,,
M.42696.001,Skull,Rattus,macleari,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/1/10,,
M.42697.001,Skull,Rattus,macleari,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/8/10,,
M.42698,Dry,Rattus,,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/8/10,,
M.42699,Dry,Rattus,,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/8/10,,
M.42700,Dry,Rattus,,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/8/10,,
M.42701,Dry,Rattus,,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/8/10,,
M.42716,Dry,Rattus,,Australia,Western Australia,Christmas Island,"10° 28' 58"" S","105° 37' 21"" E",,7/22/10,,
M.42737.004,Skull,Hydromys,chrysogaster,Australia,Queensland,"Rocky Point, north of Mossman township","16° 23' 32"" S","145° 24' 54"" E",5/30/09,7/28/10,Male,Adult
M.42740.002,Skull,Rattus,lutreolus,Australia,New South Wales,"Mount Pleasant, near Wollongong","34° 23' 48"" S","150° 51' 50"" E",11/7/09,7/28/10,Male,Sub-adult
M.42740.003,Skeleton,Rattus,lutreolus,Australia,New South Wales,"Mount Pleasant, near Wollongong","34° 23' 48"" S","150° 51' 50"" E",11/7/09,7/28/10,Male,Sub-adult
M.42766.002,Skull,Hydromys,chrysogaster,Australia,New South Wales,"Kolora Way, near Marshall Creek Nature Reserve","28° 29' 53"" S","153° 32' 26"" E",8/24/08,8/5/10,Female,
M.42766.003,Skeleton,Hydromys,chrysogaster,Australia,New South Wales,"Kolora Way, near Marshall Creek Nature Reserve","28° 29' 53"" S","153° 32' 26"" E",8/24/08,8/5/10,Female,
M.42768,Dry,Hydromys,chrysogaster,Australia,Western Australia,"Junction of Charnley and Isdell Rivers, approximately 60 km upstream from salt water","16° 25' 56"" S","124° 50' 38"" E",7/24/10,8/5/10,,
M.4278,SKIN SKULL,Hydromys,chrysogaster,Australia,Tasmania,MUSSELBORO,"41° 30' "" S","147° 24' "" E",,2/13/28,,
M.4279,SKIN SKULL,Hydromys,chrysogaster,Australia,Tasmania,MUSSELBORO,"41° 30' "" S","147° 24' "" E",,2/13/28,,
