Reg,RegNum,Scientific Name,Species Common Name,Sex,Collection Locality,Date Collected,Collector,Specimen Notes,Notes,Specimen Form,Specimen Part,Current Location,Age,Stage,Total Length,Hindfoot Length,Ear Length,Unit,Weight,Unit of Weight
C,21669,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",22/11/1961,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,334,34.5,24,mm,153,grams
C,20783,Rattus  fuscipes,Australian Bush Rat,Female,Captive,,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1089050),,,262,29.5,23,mm,95.6,grams
C,21689,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",26/04/1961,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,327,34.5,23,mm,130,grams
C,21776,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",15/03/1961,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,242,31,21,mm,71,grams
C,14314,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Aire River Valley (38 35 S, 143 50 E)",15/04/1968,"Seebeck, J H",,,Dry,"Skin, skull",MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239736) -  Drawer (L1103262),,,348,32,28,mm,99,grams
C,14265,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, 3.2 km NNE of Riddells Creek,Main Creek,Mt Charlie (37 26 S, 144 41 E)",22/10/1967,"Seebeck, J H",,,Dry,"Skin, skull",MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239736) -  Drawer (L1089045),,,335,30,24,mm,113,grams
C,21792,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",28/03/1961,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,274,33,21.5,mm,74,grams
C,14152,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Kalorama (37 49 S, 145 22 E)",14/06/1968,"Seebeck, J H",,,Dry,"Skin, skull",MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239736) -  Drawer (L1103263),,,,,,mm,,grams
C,32040,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Observation Rd",18/04/1980,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236308),,,330,33,25,mm,149,grams
C,21697,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",10/05/1961,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,296,32.5,24,mm,109,grams
C,21686,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",25/04/1961,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,212,28,20.5,mm,51,grams
C,21692,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",27/04/1961,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,227,32.5,23.5,mm,104,grams
C,21694,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",28/04/1961,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,323,31.5,25,mm,128,grams
C,21687,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",25/04/1961,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,214,28,20,mm,50,grams
C,21695,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",28/04/1961,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,239,30.5,23,mm,59,grams
C,23191,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Mt Macedon (37 24 S, 144 35 E)",02/04/1958,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1239693),,,251,,,mm,71,grams
C,21690,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",26/04/1961,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,259,32,23,mm,61,grams
C,21774,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",12/04/1960,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,300,31,22,mm,71,grams
C,20727,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",10/07/1963,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1089050),,,242,27,21,mm,78,grams
C,21286,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",03/08/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,316,33,23.5,mm,168,grams
C,21285,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",03/08/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,316,34,22,mm,194,grams
C,21290,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",16/08/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,327,32,25,mm,148,grams
C,21329,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",10/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,325,,,mm,128,grams
C,21293,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",28/08/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,315,33.5,23.5,mm,223,grams
C,21351,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",26/10/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),Sub adult,,190,27,20.5,mm,46,grams
C,21350,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",25/10/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,336,31.5,22.4,mm,158,grams
C,21345,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",25/10/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,259,32,21.5,mm,87,grams
C,21343,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",14/10/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,351,34.5,23,mm,212,grams
C,20739,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",11/07/1963,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1089050),,,288,32.5,23,mm,98,grams
C,21344,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",25/10/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,349,34,24,mm,200,grams
C,21312,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",11/11/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,320,,,mm,182,grams
C,21331,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",10/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,290,,,mm,94,grams
C,21326,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",10/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,290,,,mm,93,grams
C,21319,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",09/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,285,,,mm,94,grams
C,21295,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",30/08/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,303,30.5,22.5,mm,98,grams
C,21282,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",03/08/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,308,33,25,mm,116,grams
C,21339,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",30/09/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,352,35,23,mm,153,grams
C,21338,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",29/09/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,304,30.5,24,mm,117,grams
C,21352,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Mallacoota (37 34 S, 149 45 E)",/09/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,279,29.5,22,mm,73,grams
C,20766,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",22/07/1963,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1089050),,,302,31.5,22,mm,89,grams
C,21330,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",10/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,290,,,mm,90,grams
C,21287,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",03/08/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,322,34.5,25,mm,104,grams
C,21297,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",01/09/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,307,33,24,mm,116,grams
C,21322,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",09/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,310,,,mm,79,grams
C,21336,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",15/09/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,311,32,23,mm,141,grams
C,21320,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",09/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,305,,,mm,139,grams
C,21327,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",10/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,290,,,mm,91,grams
C,21321,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",09/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,,,,mm,,grams
C,21318,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",09/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,260,,,mm,88,grams
C,21296,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",01/09/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,294,32,22.5,mm,88,grams
C,21313,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",11/11/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,320,,,mm,129,grams
C,21281,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",03/08/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,330,36,25,mm,145,grams
C,21337,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",28/09/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,323,33,24,mm,130,grams
C,21323,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",09/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,300,,,mm,104,grams
C,21317,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",09/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,320,,,mm,127,grams
C,21314,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",11/11/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,330,,,mm,154,grams
C,20730,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",10/07/1963,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1089050),,,322,34,22.5,mm,126,grams
C,21348,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Mallacoota (37 34 S, 149 45 E)",08/09/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,295,29.5,20.5,mm,,grams
C,21303,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",11/11/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,305,,,mm,143,grams
C,21349,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Mallacoota (37 34 S, 149 45 E)",/09/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,321,33,22,mm,131,grams
C,21333,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",11/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,315,,,mm,125,grams
C,21294,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",30/08/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,325,32.5,22.5,mm,82,grams
C,21325,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",09/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,305,,,mm,93,grams
C,21342,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",13/10/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,301,35,23.5,mm,112,grams
C,21324,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",09/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,310,,,mm,91,grams
C,21346,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",26/10/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,360,34,23.5,mm,178,grams
C,21334,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",11/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,300,,,mm,72,grams
C,21335,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",14/09/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,326,31,24,mm,122,grams
C,21341,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",12/10/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,331,34,23.5,mm,186,grams
C,21340,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",12/10/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,345,34,24,mm,187,grams
C,21298,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",14/09/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,322,33,24,mm,162,grams
C,21284,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",03/08/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,323,35,23,mm,106,grams
C,21315,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",11/11/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,315,,,mm,142,grams
C,21308,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",11/11/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,355,,,mm,197,grams
C,21347,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Mallacoota (37 34 S, 149 45 E)",/09/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,318,31.5,23,mm,156,grams
C,21370,Rattus  fuscipes,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",07/12/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,327,32,22,mm,173,grams
C,21332,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",10/09/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,305,,,mm,102,grams
C,21309,Rattus  fuscipes,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",11/11/1959,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089055),,,350,,,mm,142,grams
